codigo,descricao,cd_mun
2075,MAE D'AGUA,2508703
2077,MALTA,2508802
2079,MAMANGUAPE,2508901
2081,MANAIRA,2509008
2083,MARI,2509107
2085,MASSARANDUBA,2509206
2087,MATARACA,2509305
2089,MOGEIRO,2509404
2091,MONTADAS,2509503
2093,MONTE HOREBE,2509602
2095,MONTEIRO,2509701
2097,MULUNGU,2509800
2099,NATUBA,2509909
2101,NAZAREZINHO,2510006
2103,NOVA FLORESTA,2510105
2105,NOVA OLINDA,2510204
2107,NOVA PALMEIRA,2510303
2109,OLHO D'AGUA,2510402
2111,OLIVEDOS,2510501
2113,OURO VELHO,2510600
2115,PASSAGEM,2510709
2117,PATOS,2510808
2119,PAULISTA,2510907
2121,PEDRA BRANCA,2511004
2123,PEDRA LAVRADA,2511103
2125,PEDRAS DE FOGO,2511202
2127,PIANCO,2511301
2129,PICUI,2511400
2131,PILAR,2511509
2133,PILOES,2511608
2135,PILOEZINHOS,2511707
2137,PIRPIRITUBA,2511806
2139,PITIMBU,2511905
2141,POCINHOS,2512002
2143,POMBAL,2512101
2145,PRATA,2512200
2147,PRINCESA ISABEL,2512309
2149,PUXINANA,2512408
2151,QUEIMADAS,2512507
2153,QUIXABA,2512606
2155,REMIGIO,2512705
2157,RIACHO DOS CAVALOS,2512804
2159,RIO TINTO,2512903
2161,SALGADINHO,2513000
2163,SALGADO DE SAO FELIX,2513109
2165,SANTA CRUZ,2513208
2167,SANTA HELENA,2513307
2169,SANTA LUZIA,2513406
2171,SANTANA DE MANGUEIRA,2513505
2173,SANTANA DOS GARROTES,2513604
2175,SANTA RITA,2513703
2177,SANTA TERESINHA,2513802
2179,SAO BENTO,2513901
2181,SAO JOAO DO CARIRI,2514008
2183,SAO JOAO DO TIGRE,2514107
2185,SAO JOSE DA LAGOA TAPADA,2514206
2187,SAO JOSE DE CAIANA,2514305
2189,SAO JOSE DE ESPINHARAS,2514404
2191,SAO JOSE DE PIRANHAS,2514503
2193,SAO JOSE DO BONFIM,2514602
2195,SAO JOSE DO SABUGI,2514701
2197,SAO JOSE DOS CORDEIROS,2514800
2199,SAO MAMEDE,2514909
2201,SAO MIGUEL DE TAIPU,2515005
2203,SAO SEBASTIAO DE LAGOA DE ROCA,2515104
2205,SAO SEBASTIAO DO UMBUZEIRO,2515203
2207,SAPE,2515302
2209,SAO VICENTE DO SERIDO,2515401
2211,SERRA BRANCA,2515500
2213,SERRA DA RAIZ,2515609
2215,SERRA GRANDE,2515708
2217,SERRA REDONDA,2515807
2219,SERRARIA,2515906
2221,SOLANEA,2516003
2223,SOLEDADE,2516102
2225,SOUSA,2516201
2227,SUME,2516300
2229,TACIMA,2516409
2231,TAPEROA,2516508
2233,TAVARES,2516607
2235,TEIXEIRA,2516706
2237,TRIUNFO,2516805
2239,UIRAUNA,2516904
2241,UMBUZEIRO,2517001
2243,VARZEA,2517100
2245,BAIXA GRANDE DO RIBEIRO,2201150
2247,CANAVIEIRA,2202251
2249,COLONIA DO GURGUEIA,2202752
2251,BONFIM DO PIAUI,2201929
2253,COLONIA DO PIAUI,2202778
2255,CORONEL JOSE DIAS,2202851
2257,FARTURA DO PIAUI,2203750
2259,LAGOA DO BARRO DO PIAUI,2205565
2261,SANTA ROSA DO PIAUI,2209377
2263,SAO BRAZ DO PIAUI,2209559
2265,SAO LOURENCO DO PIAUI,2210359
2267,VARZEA BRANCA,2211357
2269,ALEGRETE DO PIAUI,2200277
2271,CALDEIRAO GRANDE DO PIAUI,2202091
2273,JACOBINA DO PIAUI,2205151
2275,MARCOLANDIA,2205953
2277,PATOS DO PIAUI,2207777
2279,QUEIMADA NOVA,2208650
2281,SANTANA DO PIAUI,2209351
2283,BRASILEIRA,2201960
2285,SAO JOSE DO DIVINO,2210052
2287,BOM PRINCIPIO DO PIAUI,2201919
2289,LAGOA DO CARRO,2608453
2291,VERTENTE DO LERIO,2616183
2293,XEXEU,2616506
2295,JUCATI,2608255
2297,SANTA CRUZ,2612455
2299,DORMENTES,2605152
2301,AFOGADOS DA INGAZEIRA,2600104
2303,AFRANIO,2600203
2305,AGRESTINA,2600302
2307,AGUA PRETA,2600401
2309,AGUAS BELAS,2600500
2311,ALAGOINHA,2600609
2313,ALIANCA,2600708
2315,ALTINHO,2600807
2317,AMARAJI,2600906
2319,ANGELIM,2601003
2321,ARARIPINA,2601102
2323,ARCOVERDE,2601201
2325,BARRA DE GUABIRABA,2601300
2327,BARREIROS,2601409
2329,BELEM DE MARIA,2601508
2331,BELEM DO SAO FRANCISCO,2601607
2333,BELO JARDIM,2601706
2335,BETANIA,2601805
2337,BEZERROS,2601904
2339,BODOCO,2602001
2341,BOM CONSELHO,2602100
2343,BOM JARDIM,2602209
2345,BONITO,2602308
2347,BREJAO,2602407
2349,BREJINHO,2602506
2351,BREJO DA MADRE DE DEUS,2602605
2353,BUENOS AIRES,2602704
2355,BUIQUE,2602803
2357,CABO DE SANTO AGOSTINHO,2602902
2359,CABROBO,2603009
2361,CACHOEIRINHA,2603108
2363,CAETES,2603207
2365,CALCADO,2603306
2367,CALUMBI,2603405
2369,CAMOCIM DE SAO FELIX,2603504
2371,CAMUTANGA,2603603
2373,CANHOTINHO,2603702
2375,CAPOEIRAS,2603801
2377,CARNAIBA,2603900
2379,CARPINA,2604007
2381,CARUARU,2604106
2383,CATENDE,2604205
2385,CEDRO,2604304
2387,CHA DE ALEGRIA,2604403
2389,CHA GRANDE,2604502
2391,CONDADO,2604601
2393,CORRENTES,2604700
2395,CORTES,2604809
2397,CUMARU,2604908
2399,CUPIRA,2605004
2401,CUSTODIA,2605103
2403,ESCADA,2605202
2405,EXU,2605301
2407,FEIRA NOVA,2605400
2409,FERREIROS,2605509
2411,FLORES,2605608
2413,FLORESTA,2605707
2415,FREI MIGUELINHO,2605806
2417,GAMELEIRA,2605905
2419,GARANHUNS,2606002
2421,GLORIA DO GOITA,2606101
2423,GOIANA,2606200
2425,GRANITO,2606309
2427,GRAVATA,2606408
2429,IATI,2606507
2431,IBIMIRIM,2606606
2433,IBIRAJUBA,2606705
2435,IGARASSU,2606804
2437,IGUARACY,2606903
2439,INAJA,2607000
2441,INGAZEIRA,2607109
2443,IPOJUCA,2607208
2445,IPUBI,2607307
2447,ITACURUBA,2607406
2449,ITAIBA,2607505
2451,ILHA DE ITAMARACA,2607604
2453,ITAPETIM,2607703
2455,ITAQUITINGA,2607802
2457,JABOATAO DOS GUARARAPES,2607901
2459,JATAUBA,2608008
2461,JOAO ALFREDO,2608107
2463,JOAQUIM NABUCO,2608206
2465,JUPI,2608305
2467,JUREMA,2608404
2469,LAGOA DE ITAENGA,2608503
2471,LAGOA DO OURO,2608602
2473,LAGOA DOS GATOS,2608701
2475,LAJEDO,2608800
2477,LIMOEIRO,2608909
2479,MACAPARANA,2609006
2481,MACHADOS,2609105
2483,MARAIAL,2609204
2485,MIRANDIBA,2609303
2489,NAZARE DA MATA,2609501
2491,OLINDA,2609600
2493,OROBO,2609709
2495,OROCO,2609808
2497,OURICURI,2609907
2499,PALMARES,2610004
2501,PALMEIRINA,2610103
2503,PANELAS,2610202
2505,PARANATAMA,2610301
2507,PARNAMIRIM,2610400
2509,PASSIRA,2610509
2511,PAUDALHO,2610608
2513,PAULISTA,2610707
2515,PEDRA,2610806
2517,PESQUEIRA,2610905
2519,PETROLANDIA,2611002
2521,PETROLINA,2611101
2523,POCAO,2611200
2525,POMBOS,2611309
2527,PRIMAVERA,2611408
2529,QUIPAPA,2611507
2531,RECIFE,2611606
2533,RIACHO DAS ALMAS,2611705
2535,RIBEIRAO,2611804
2537,RIO FORMOSO,2611903
2539,SAIRE,2612000
2541,SALGADINHO,2612109
2543,SALGUEIRO,2612208
2545,SALOA,2612307
2547,SANHARO,2612406
2549,SANTA CRUZ DO CAPIBARIBE,2612505
2551,SANTA MARIA DA BOA VISTA,2612604
2553,SANTA MARIA DO CAMBUCA,2612703
2555,SANTA TEREZINHA,2612802
2557,SAO BENEDITO DO SUL,2612901
2559,SAO BENTO DO UNA,2613008
2561,SAO CAITANO,2613107
2563,SAO JOAO,2613206
2565,SAO JOAQUIM DO MONTE,2613305
2567,SAO JOSE DA COROA GRANDE,2613404
2569,SAO JOSE DO BELMONTE,2613503
2571,SAO JOSE DO EGITO,2613602
2573,SAO LOURENCO DA MATA,2613701
2575,SAO VICENTE FERRER,2613800
2577,SERRA TALHADA,2613909
2579,SERRITA,2614006
2581,SERTANIA,2614105
2583,SIRINHAEM,2614204
2585,MOREILANDIA,2614303
2587,SOLIDAO,2614402
2589,SURUBIM,2614501
2591,TABIRA,2614600
2593,TACAIMBO,2614709
2595,TACARATU,2614808
2597,ITAMBE,2607653
2599,TAQUARITINGA DO NORTE,2615003
2601,TEREZINHA,2615102
2603,TERRA NOVA,2615201
2605,TIMBAUBA,2615300
2607,TORITAMA,2615409
2609,TRACUNHAEM,2615508
2611,TRINDADE,2615607
2613,TRIUNFO,2615706
2615,TUPANATINGA,2615805
2617,TUPARETAMA,2615904
2619,VENTUROSA,2616001
2621,VERDEJANTE,2616100
2623,VERTENTES,2616209
2625,VICENCIA,2616308
2627,VITORIA DE SANTO ANTAO,2616407
2629,CAMARAGIBE,2603454
2631,ABREU E LIMA,2600054
2633,ITAPISSUMA,2607752
2635,CARNAUBEIRA DA PENHA,2603926
2637,QUIXABA,2611533
2639,SANTA CRUZ DA BAIXA VERDE,2612471
2641,PARIPUEIRA,2706448
2643,ESTRELA DE ALAGOAS,2702553
2645,PARICONHA,2706422
2647,SANTANA DO SAO FRANCISCO,2806404
2649,SAO JOSE DA LAPA,3162955
2651,CAPITAO ANDRADE,3112653
2653,CATUJI,3115458
2655,JAMPRUCA,3135076
2657,DIVISOPOLIS,3122454
2659,MATA VERDE,3140555
2661,PALMOPOLIS,3146750
2663,ENTRE FOLHAS,3123858
2665,IPABA,3131158
2667,SANTA BARBARA DO LESTE,3157252
2669,SANTA RITA DE MINAS,3159357
2671,UBAPORANGA,3170057
2673,SANTANA DO PARAISO,3158953
2675,DURANDE,3123528
2677,SAO JOAO DO MANHUACU,3162559
2679,SAO JOAO DO MANTENINHA,3162575
2681,ALFREDO VASCONCELOS,3101631
2683,FERVEDOURO,3125952
2685,CARNEIRINHO,3114550
2687,LIMEIRA DO OESTE,3138625
2689,SENADOR AMARAL,3165578
2691,JUATUBA,3136652
2693,ICARAI DE MINAS,3130051
2695,LONTRA,3138658
2697,MONTEZUMA,3143450
2699,URUCUIA,3170529
2701,AGUA BRANCA,2700102
2703,ANADIA,2700201
2705,ARAPIRACA,2700300
2707,ATALAIA,2700409
2709,BARRA DE SANTO ANTONIO,2700508
2711,BARRA DE SAO MIGUEL,2700607
2713,BATALHA,2700706
2715,BELEM,2700805
2717,BELO MONTE,2700904
2719,BOCA DA MATA,2701001
2721,BRANQUINHA,2701100
2723,CACIMBINHAS,2701209
2725,CAJUEIRO,2701308
2727,CAMPO ALEGRE,2701407
2729,CAMPO GRANDE,2701506
2731,CANAPI,2701605
2733,CAPELA,2701704
2735,CARNEIROS,2701803
2737,CHA PRETA,2701902
2739,COITE DO NOIA,2702009
2741,COLONIA LEOPOLDINA,2702108
2743,COQUEIRO SECO,2702207
2745,CORURIPE,2702306
2747,DELMIRO GOUVEIA,2702405
2749,DOIS RIACHOS,2702504
2751,FEIRA GRANDE,2702603
2753,FELIZ DESERTO,2702702
2755,FLEXEIRAS,2702801
2757,GIRAU DO PONCIANO,2702900
2759,IBATEGUARA,2703007
2761,IGACI,2703106
2763,IGREJA NOVA,2703205
2765,INHAPI,2703304
2767,JACARE DOS HOMENS,2703403
2769,JACUIPE,2703502
2771,JAPARATINGA,2703601
2773,JARAMATAIA,2703700
2775,JOAQUIM GOMES,2703809
2777,JUNDIA,2703908
2779,JUNQUEIRO,2704005
2781,LAGOA DA CANOA,2704104
2783,LIMOEIRO DE ANADIA,2704203
2785,MACEIO,2704302
2787,MAJOR ISIDORO,2704401
2789,MARAGOGI,2704500
2791,MARAVILHA,2704609
2793,MARECHAL DEODORO,2704708
2795,MARIBONDO,2704807
2797,MAR VERMELHO,2704906
2799,MATA GRANDE,2705002
2801,MATRIZ DE CAMARAGIBE,2705101
2803,MESSIAS,2705200
2805,MINADOR DO NEGRAO,2705309
2807,MONTEIROPOLIS,2705408
2809,MURICI,2705507
2811,NOVO LINO,2705606
2813,OLHO D'AGUA DAS FLORES,2705705
2815,OLHO D'AGUA DO CASADO,2705804
2817,OLHO D'AGUA GRANDE,2705903
2819,OLIVENCA,2706000
2821,OURO BRANCO,2706109
2823,PALESTINA,2706208
2825,PALMEIRA DOS INDIOS,2706307
2827,PAO DE ACUCAR,2706406
2829,PASSO DE CAMARAGIBE,2706505
2831,PAULO JACINTO,2706604
2833,PENEDO,2706703
2835,PIACABUCU,2706802
2837,PILAR,2706901
2839,PINDOBA,2707008
2841,PIRANHAS,2707107
2843,POCO DAS TRINCHEIRAS,2707206
2845,PORTO CALVO,2707305
2847,PORTO DE PEDRAS,2707404
2849,PORTO REAL DO COLEGIO,2707503
2851,QUEBRANGULO,2707602
2853,RIO LARGO,2707701
2855,ROTEIRO,2707800
2857,SANTA LUZIA DO NORTE,2707909
2859,SANTANA DO IPANEMA,2708006
2861,SANTANA DO MUNDAU,2708105
2863,SAO BRAS,2708204
2865,SAO JOSE DA LAJE,2708303
2867,SAO JOSE DA TAPERA,2708402
2869,SAO LUIS DO QUITUNDE,2708501
2871,SAO MIGUEL DOS CAMPOS,2708600
2873,SAO MIGUEL DOS MILAGRES,2708709
2875,SAO SEBASTIAO,2708808
2877,SATUBA,2708907
2879,TANQUE D'ARCA,2709004
2881,TAQUARANA,2709103
2883,TRAIPU,2709202
2885,UNIAO DOS PALMARES,2709301
2887,VICOSA,2709400
2889,CRAIBAS,2702355
2891,SENADOR RUI PALMEIRA,2708956
2893,JAIBA,3135050
2895,MAMONAS,3139250
2897,MATIAS CARDOSO,3140852
2899,PEDRAS DE MARIA DA CRUZ,3149150
2901,RIACHINHO,3154457
2903,ARAPORA,3103751
2905,LAGOA GRANDE,3137536
2907,GUAPIMIRIM,3301850
2909,BELFORD ROXO,3300456
2911,QUEIMADOS,3304144
2913,JAPERI,3302270
2915,CARDOSO MOREIRA,3301157
2917,VARRE-SAI,3306156
2919,APERIBE,3300159
2921,RIO DAS OSTRAS,3304524
2923,QUATIS,3304128
2925,AREAL,3300225
2927,COMENDADOR LEVY GASPARIAN,3300951
2929,MARECHAL FLORIANO,3203346
2931,IRUPI,3202652
2933,SAO DOMINGOS DO NORTE,3204658
2935,VILA PAVAO,3205150
2937,LOURDES,3527256
2939,SANTO ANTONIO DO ARACANGUA,3548054
2941,SAO JOAO DE IRACEMA,3549250
2943,ILHA SOLTEIRA,3520442
2945,SUZANAPOLIS,3552551
2947,CANITAR,3510153
2949,ENGENHEIRO COELHO,3515152
2951,HORTOLANDIA,3519071
2953,HOLAMBRA,3519055
2955,TUIUTI,3554953
2957,VARGEM,3556354
2959,ESTIVA GERBI,3557303
2961,EMILIANOPOLIS,3515129
2963,PEDRINHAS PAULISTA,3537156
2965,BERTIOGA,3506359
2967,CAJATI,3509254
2969,ILHA COMPRIDA,3520426
2971,UBARANA,3555356
2973,ZACARIAS,3557154
2975,ELISIARIO,3514924
2977,MARAPOAMA,3528858
2979,NOVAIS,3533254
2981,ASPASIA,3503950
2983,MESOPOLIS,3529658
2985,NOVA CANAA PAULISTA,3532843
2987,PONTALINDA,3540259
2989,PARISI,3536257
2991,ARAPEI,3503158
2993,POTIM,3540754
2995,ALAMBARI,3500758
2997,BARRA DO CHAPEU,3505351
2999,CAMPINA DO MONTE ALEGRE,3509452
3001,FERNANDO DE NORONHA,2605459
3003,BARAUNA,2401453
3005,MUQUEM DE SAO FRANCISCO,2922250
3007,NOVA FATIMA,2922730
3009,NOVA IBIA,2922755
3011,NOVA REDENCAO,2922854
3013,NOVO HORIZONTE,2923035
3015,NOVO TRIUNFO,2923050
3017,OUROLANDIA,2923357
3019,PIRAI DO NORTE,2924678
3021,PONTO NOVO,2925253
3023,PRESIDENTE TANCREDO NEVES,2925758
3025,QUIXABEIRA,2925931
3027,RIBEIRAO DO LARGO,2926657
3029,SAO DOMINGOS,2928950
3031,SAO FELIX DO CORIBE,2929057
3033,SAO JOSE DO JACUIPE,2929370
3035,SAO JOSE DA VITORIA,2929354
3037,SAUBARA,2929750
3039,SERRA DO RAMALHO,2930154
3041,SITIO DO MATO,2930758
3043,SITIO DO QUINTO,2930766
3045,SOBRADINHO,2930774
3047,UMBURANAS,2932457
3049,VARZEDO,2933174
3051,VEREDA,2933257
3053,ITAOCA,3522158
3055,ITAPIRAPUA PAULISTA,3522653
3057,RIBEIRAO GRANDE,3543253
3059,BOM SUCESSO DE ITARARE,3507159
3061,NOVA CAMPINA,3532827
3063,TAQUARIVAI,3553856
3065,ALUMINIO,3501152
3067,ARACARIGUAMA,3502754
3069,JUSSARI,2918555
3071,AMERICA DOURADA,2901155
3073,ARATACA,2902252
3075,BARRO ALTO,2903235
3079,BURITIRAMA,2904753
3081,CAPELA DO ALTO ALEGRE,2906857
3083,CAPIM GROSSO,2906873
3085,CANUDOS,2906824
3087,DIAS D'AVILA,2910057
3089,FATIMA,2910750
3091,FILADELFIA,2910859
3093,GAVIAO,2911253
3095,GUAJERU,2911659
3097,HELIOPOLIS,2911857
3099,JOAO DOURADO,2918357
3101,AMPARO DE SAO FRANCISCO,2800100
3103,AQUIDABA,2800209
3105,ARACAJU,2800308
3107,ARAUA,2800407
3109,AREIA BRANCA,2800506
3111,BARRA DOS COQUEIROS,2800605
3113,BREJO GRANDE,2800704
3115,BOQUIM,2800670
3117,EUNAPOLIS,2910727
3119,CAMPO DO BRITO,2801009
3121,CANHOBA,2801108
3123,CANINDE DE SAO FRANCISCO,2801207
3125,CAPELA,2801306
3127,CARIRA,2801405
3129,CARMOPOLIS,2801504
3131,CEDRO DE SAO JOAO,2801603
3133,CRISTINAPOLIS,2801702
3135,NOSSA SENHORA APARECIDA,2804458
3137,CUMBE,2801900
3139,DIVINA PASTORA,2802007
3141,ESTANCIA,2802106
3143,FEIRA NOVA,2802205
3145,FREI PAULO,2802304
3147,GENERAL MAYNARD,2802502
3149,GARARU,2802403
3151,GRACCHO CARDOSO,2802601
3153,ILHA DAS FLORES,2802700
3155,INDIAROBA,2802809
3157,ITABAIANA,2802908
3159,ITABAIANINHA,2803005
3161,ITABI,2803104
3163,ITAPORANGA D'AJUDA,2803203
3165,JAPARATUBA,2803302
3167,JAPOATA,2803401
3169,LAGARTO,2803500
3171,LARANJEIRAS,2803609
3173,MACAMBIRA,2803708
3175,MALHADA DOS BOIS,2803807
3177,MALHADOR,2803906
3179,MARUIM,2804003
3181,MOITA BONITA,2804102
3183,MONTE ALEGRE DE SERGIPE,2804201
3185,MURIBECA,2804300
3187,NEOPOLIS,2804409
3189,NOSSA SENHORA DA GLORIA,2804508
3191,NOSSA SENHORA DAS DORES,2804607
3193,NOSSA SENHORA DE LOURDES,2804706
3195,NOSSA SENHORA DO SOCORRO,2804805
3197,PACATUBA,2804904
3199,PEDRA MOLE,2805000
3201,PEDRINHAS,2805109
3203,PINHAO,2805208
3205,PIRAMBU,2805307
3207,POCO REDONDO,2805406
3209,POCO VERDE,2805505
3211,PORTO DA FOLHA,2805604
3213,PROPRIA,2805703
3215,RIACHAO DO DANTAS,2805802
3217,RIACHUELO,2805901
3219,RIBEIROPOLIS,2806008
3221,ROSARIO DO CATETE,2806107
3223,SALGADO,2806206
3225,SANTA LUZIA DO ITANHY,2806305
3227,TORRE DE PEDRA,3554656
3229,SANTA ROSA DE LIMA,2806503
3231,SANTO AMARO DAS BROTAS,2806602
3233,SAO CRISTOVAO,2806701
3235,SAO DOMINGOS,2806800
3237,SAO FRANCISCO,2806909
3239,SAO MIGUEL DO ALEIXO,2807006
3241,SIMAO DIAS,2807105
3243,SIRIRI,2807204
3245,TELHA,2807303
3247,TOBIAS BARRETO,2807402
3249,TOMAR DO GERU,2807501
3251,UMBAUBA,2807600
3253,ADUSTINA,2900355
3255,ANDORINHA,2901353
3257,APUAREMA,2901957
3259,ARACAS,2902054
3261,BANZAE,2902658
3263,BOM JESUS DA SERRA,2903953
3265,BONITO,2904050
3267,CABACEIRAS DO PARAGUACU,2904852
3269,CAETANOS,2905156
3271,CARAIBAS,2906899
3273,CATURAMA,2907558
3275,FEIRA DA MATA,2910776
3277,IGRAPIUNA,2913457
3279,ITABELA,2914653
3281,ITAGUACU DA BAHIA,2915353
3283,ITATIM,2916856
3285,IUIU,2917334
3287,JUCURUCU,2918456
3289,LAGOA REAL,2918753
3291,LAJEDO DO TABOCAL,2919058
3293,MADRE DE DEUS,2919926
3295,MATINA,2921054
3297,MIRANTE,2921450
3299,MULUNGU DO MORRO,2922052
3301,ABAIRA,2900108
3303,ABARE,2900207
3305,ACAJUTIBA,2900306
3307,AGUA FRIA,2900405
3309,ERICO CARDOSO,2900504
3311,AIQUARA,2900603
3313,ALAGOINHAS,2900702
3315,ALCOBACA,2900801
3317,ALMADINA,2900900
3319,AMARGOSA,2901007
3321,AMELIA RODRIGUES,2901106
3323,ANAGE,2901205
3325,ANDARAI,2901304
3327,ANGICAL,2901403
3329,ANGUERA,2901502
3331,ANTAS,2901601
3333,ANTONIO CARDOSO,2901700
3335,ANTONIO GONCALVES,2901809
3337,APORA,2901908
3339,ARACATU,2902005
3341,ARACI,2902104
3343,ARAMARI,2902203
3345,ARATUIPE,2902302
3347,AURELINO LEAL,2902401
3349,BAIANOPOLIS,2902500
3351,BAIXA GRANDE,2902609
3353,BARRA,2902708
3355,BARRA DA ESTIVA,2902807
3357,BARRA DO CHOCA,2902906
3359,BARRA DO MENDES,2903003
3361,BARRA DO ROCHA,2903102
3363,BARREIRAS,2903201
3365,BARRO PRETO,2903300
3367,BELMONTE,2903409
3369,BELO CAMPO,2903508
3371,BIRITINGA,2903607
3373,BOA NOVA,2903706
3375,BOA VISTA DO TUPIM,2903805
3377,BOM JESUS DA LAPA,2903904
3379,BONINAL,2904001
3381,BOQUIRA,2904100
3383,BOTUPORA,2904209
3385,BREJOES,2904308
3387,BREJOLANDIA,2904407
3389,BROTAS DE MACAUBAS,2904506
3391,BRUMADO,2904605
3393,BUERAREMA,2904704
3395,CAATIBA,2904803
3397,CACHOEIRA,2904902
3399,CACULE,2905008
3401,CAEM,2905107
3403,CAETITE,2905206
3405,CAFARNAUM,2905305
3407,CAIRU,2905404
3409,CALDEIRAO GRANDE,2905503
3411,CAMACAN,2905602
3413,CAMACARI,2905701
3415,CAMAMU,2905800
3417,CAMPO ALEGRE DE LOURDES,2905909
3419,CAMPO FORMOSO,2906006
3421,CANAPOLIS,2906105
3423,CANARANA,2906204
3425,CANAVIEIRAS,2906303
3427,CANDEAL,2906402
3429,CANDEIAS,2906501
3431,CANDIBA,2906600
3433,CANDIDO SALES,2906709
3435,CANSANCAO,2906808
3437,CARAVELAS,2906907
3439,CARDEAL DA SILVA,2907004
3441,CARINHANHA,2907103
3443,CASA NOVA,2907202
3445,CASTRO ALVES,2907301
3447,CATOLANDIA,2907400
3449,CATU,2907509
3451,CENTRAL,2907608
3453,CHORROCHO,2907707
3455,CICERO DANTAS,2907806
3457,CIPO,2907905
3459,COARACI,2908002
3461,COCOS,2908101
3463,CONCEICAO DA FEIRA,2908200
3465,CONCEICAO DO ALMEIDA,2908309
3467,CONCEICAO DO COITE,2908408
3469,CONCEICAO DO JACUIPE,2908507
3471,CONDE,2908606
3473,CONDEUBA,2908705
3475,CONTENDAS DO SINCORA,2908804
3477,CORACAO DE MARIA,2908903
3479,CORDEIROS,2909000
3481,CORIBE,2909109
3483,CORONEL JOAO SA,2909208
3485,CORRENTINA,2909307
3487,COTEGIPE,2909406
3489,CRAVOLANDIA,2909505
3491,CRISOPOLIS,2909604
3493,CRISTOPOLIS,2909703
3495,CRUZ DAS ALMAS,2909802
3497,CURACA,2909901
3499,DARIO MEIRA,2910008
3501,DOM BASILIO,2910107
3503,DOM MACEDO COSTA,2910206
3505,ELISIO MEDRADO,2910305
3507,ENCRUZILHADA,2910404
3509,ENTRE RIOS,2910503
3511,ESPLANADA,2910602
3513,EUCLIDES DA CUNHA,2910701
3515,FEIRA DE SANTANA,2910800
3517,FIRMINO ALVES,2910909
3519,FLORESTA AZUL,2911006
3521,FORMOSA DO RIO PRETO,2911105
3523,GANDU,2911204
3525,GENTIO DO OURO,2911303
3527,GLORIA,2911402
3529,GONGOGI,2911501
3531,GOVERNADOR MANGABEIRA,2911600
3533,GUANAMBI,2911709
3535,GUARATINGA,2911808
3537,IACU,2911907
3539,IBIASSUCE,2912004
3541,IBICARAI,2912103
3543,IBICOARA,2912202
3545,IBICUI,2912301
3547,IBIPEBA,2912400
3549,SANTA RITA DE CASSIA,2928406
3551,IBIPITANGA,2912509
3553,IBIQUERA,2912608
3555,IBIRAPITANGA,2912707
3557,IBIRAPUA,2912806
3559,IBIRATAIA,2912905
3561,IBITIARA,2913002
3563,IBITITA,2913101
3565,IBOTIRAMA,2913200
3567,ICHU,2913309
3569,IGAPORA,2913408
3571,IGUAI,2913507
3573,ILHEUS,2913606
3575,INHAMBUPE,2913705
3577,IPECAETA,2913804
3579,IPIAU,2913903
3581,IPIRA,2914000
3583,IPUPIARA,2914109
3585,IRAJUBA,2914208
3587,IRAMAIA,2914307
3589,IRAQUARA,2914406
3591,IRARA,2914505
3593,IRECE,2914604
3595,ITABERABA,2914703
3597,ITABUNA,2914802
3599,ITACARE,2914901
3601,ITAETE,2915007
3603,ITAGI,2915106
3605,ITAGIBA,2915205
3607,ITAGIMIRIM,2915304
3609,ITAJU DO COLONIA,2915403
3611,ITAJUIPE,2915502
3613,ITAMARAJU,2915601
3615,ITAMARI,2915700
3617,ITAMBE,2915809
3619,ITANAGRA,2915908
3621,ITANHEM,2916005
3623,ITAPARICA,2916104
3625,ITAPE,2916203
3627,ITAPEBI,2916302
3629,ITAPETINGA,2916401
3631,ITAPICURU,2916500
3633,ITAPITANGA,2916609
3635,ITAQUARA,2916708
3637,ITARANTIM,2916807
3639,ITIRUCU,2916906
3641,ITIUBA,2917003
3643,ITORORO,2917102
3645,ITUACU,2917201
3647,ITUBERA,2917300
3649,JACARACI,2917409
3651,JACOBINA,2917508
3653,JAGUAQUARA,2917607
3655,JAGUARARI,2917706
3657,JAGUARIPE,2917805
3659,JANDAIRA,2917904
3661,JEQUIE,2918001
3663,JEREMOABO,2918100
3665,JIQUIRICA,2918209
3667,JITAUNA,2918308
3669,JUAZEIRO,2918407
3671,JUSSARA,2918506
3673,JUSSIAPE,2918605
3675,LAFAIETE COUTINHO,2918704
3677,LAJE,2918803
3679,LAJEDAO,2918902
3681,LAJEDINHO,2919009
3683,LAMARAO,2919108
3685,LAURO DE FREITAS,2919207
3687,LENCOIS,2919306
3689,LICINIO DE ALMEIDA,2919405
3691,LIVRAMENTO DE NOSSA SENHORA,2919504
3693,MACAJUBA,2919603
3695,MACARANI,2919702
3697,MACAUBAS,2919801
3699,MACURURE,2919900
3701,MAIQUINIQUE,2920007
3703,MAIRI,2920106
3705,MALHADA,2920205
3707,MALHADA DE PEDRAS,2920304
3709,MANOEL VITORINO,2920403
3711,MARACAS,2920502
3713,MARAGOGIPE,2920601
3715,MARAU,2920700
3717,MARCIONILIO SOUZA,2920809
3719,MASCOTE,2920908
3721,MATA DE SAO JOAO,2921005
3723,MEDEIROS NETO,2921104
3725,MIGUEL CALMON,2921203
3727,MILAGRES,2921302
3729,MIRANGABA,2921401
3731,MONTE SANTO,2921500
3733,MORPARA,2921609
3735,MORRO DO CHAPEU,2921708
3737,MORTUGABA,2921807
3739,MUCUGE,2921906
3741,MUCURI,2922003
3743,MUNDO NOVO,2922102
3745,MUNIZ FERREIRA,2922201
