codigo,descricao,cd_mun
5371,TEOFILO OTONI,3168606
5373,TIMOTEO,3168705
5375,TIRADENTES,3168804
5377,TIROS,3168903
5379,TOCANTINS,3169000
5381,TOLEDO,3169109
5383,TOMBOS,3169208
5385,TRES CORACOES,3169307
5387,TRES PONTAS,3169406
5389,TUMIRITINGA,3169505
5391,TUPACIGUARA,3169604
5393,TURMALINA,3169703
5395,TURVOLANDIA,3169802
5397,UBA,3169901
5399,UBAI,3170008
5401,UBERABA,3170107
5403,UBERLANDIA,3170206
5405,UMBURATIBA,3170305
5407,UNAI,3170404
5409,URUCANIA,3170503
5411,VARGEM BONITA,3170602
5413,VARGINHA,3170701
5415,VARZEA DA PALMA,3170800
5417,VARZELANDIA,3170909
5419,VAZANTE,3171006
5421,WENCESLAU BRAZ,3172202
5423,VERISSIMO,3171105
5425,VESPASIANO,3171204
5427,VICOSA,3171303
5429,VIEIRAS,3171402
5431,MATHIAS LOBATO,3171501
5433,VIRGEM DA LAPA,3171600
5435,VIRGINIA,3171709
5437,VIRGINOPOLIS,3171808
5439,VIRGOLANDIA,3171907
5441,VISCONDE DO RIO BRANCO,3172004
5443,VOLTA GRANDE,3172103
5445,SALTINHO,3545159
5447,SAO LOURENCO DA SERRA,3549953
5449,DOUTOR ULYSSES,4128633
5451,ITAPERUCU,4111258
5453,PINHAIS,4119152
5455,TUNAS DO PARANA,4127882
5457,NOVA SANTA BARBARA,4117214
5459,MAUA DA SERRA,4115754
5461,PITANGUEIRAS,4119657
5463,ANAHY,4101051
5465,DIAMANTE DO SUL,4107124
5467,IGUATU,4110052
5469,SANTA LUCIA,4123824
5471,BOA ESPERANCA DO IGUACU,4103024
5473,CRUZEIRO DO IGUACU,4106571
5475,FLOR DA SERRA DO SUL,4107850
5477,NOVA ESPERANCA DO SUDOESTE,4116950
5479,NOVA LARANJEIRAS,4117057
5481,RIO BONITO DO IGUACU,4122156
5483,VIRMOND,4128658
5485,IRACEMA DO OESTE,4110656
5487,MARIPA,4115358
5489,SAO PEDRO DO IGUACU,4125753
5491,CAFEZAL DO SUL,4103479
5493,SAUDADE DO IGUACU,4126272
5495,PINHAL DE SAO BENTO,4119251
5497,VENTANIA,4128534
5499,CANDOI,4104428
5501,LARANJAL,4113254
5503,MATO RICO,4115739
5505,SANTA MARIA DO OESTE,4123857
5507,LIDIANOPOLIS,4113429
5509,ANGULO,4101150
5511,FAROL,4107553
5513,RANCHO ALEGRE D'OESTE,4121356
5515,SAO MANOEL DO PARANA,4125555
5517,NOVO ITACOLOMI,4117297
5519,SANTA MONICA,4123956
5521,BRASILANDIA DO SUL,4103370
5523,ALTO PARAISO,4128625
5525,ITAIPULANDIA,4110953
5527,RAMILANDIA,4121257
5529,ENTRE RIOS DO OESTE,4107538
5531,MERCEDES,4115853
5533,PATO BRAGADO,4118451
5535,QUATRO PONTES,4120853
5537,BOMBINHAS,4202453
5539,MORRO GRANDE,4211256
5541,PASSO DE TORRES,4212254
5543,COCAL DO SUL,4204251
5545,CAPIVARI DE BAIXO,4203956
5547,SANGAO,4215455
5549,BALNEARIO BARRA DO SUL,4202057
5551,SAO JOAO DO ITAPERIU,4216354
5553,CALMON,4203154
5555,SANTA TEREZINHA,4215679
5557,BRACO DO TROMBUDO,4202859
5559,MIRIM DOCE,4210852
5561,MONTE CARLO,4211058
5563,VARGEM,4219150
5565,VARGEM BONITA,4219176
5567,CERRO NEGRO,4204178
5569,PONTE ALTA DO NORTE,4213351
5571,RIO RUFINO,4215059
5573,SAO CRISTOVAO DO SUL,4216057
5575,MACIEIRA,4210050
5577,AGUAS FRIAS,4200556
5579,CORDILHEIRA ALTA,4204350
5581,FORMOSA DO SUL,4205431
5583,GUATAMBU,4206652
5585,IRATI,4207858
5587,JARDINOPOLIS,4208955
5589,NOVA ITABERABA,4211454
5591,NOVO HORIZONTE,4211652
5593,PLANALTO ALEGRE,4213153
5595,SUL BRASIL,4217758
5597,ARABUTA,4201273
5599,ARVOREDO,4201653
5601,AFONSO CLAUDIO,3200102
5603,ALEGRE,3200201
5605,ALFREDO CHAVES,3200300
5607,ANCHIETA,3200409
5609,APIACA,3200508
5611,ARACRUZ,3200607
5613,ATILIO VIVACQUA,3200706
5615,BAIXO GUANDU,3200805
5617,BARRA DE SAO FRANCISCO,3200904
5619,BOA ESPERANCA,3201001
5621,BOM JESUS DO NORTE,3201100
5623,CACHOEIRO DE ITAPEMIRIM,3201209
5625,CARIACICA,3201308
5627,CASTELO,3201407
5629,COLATINA,3201506
5631,CONCEICAO DA BARRA,3201605
5633,CONCEICAO DO CASTELO,3201704
5635,DIVINO DE SAO LOURENCO,3201803
5637,DOMINGOS MARTINS,3201902
5639,DORES DO RIO PRETO,3202009
5641,ECOPORANGA,3202108
5643,FUNDAO,3202207
5645,GUACUI,3202306
5647,GUARAPARI,3202405
5649,IBIRACU,3202504
5651,ICONHA,3202603
5653,ITAGUACU,3202702
5655,ITAPEMIRIM,3202801
5657,ITARANA,3202900
5659,IUNA,3203007
5661,JERONIMO MONTEIRO,3203106
5663,LINHARES,3203205
5665,MANTENOPOLIS,3203304
5667,MIMOSO DO SUL,3203403
5669,MONTANHA,3203502
5671,MUCURICI,3203601
5673,MUNIZ FREIRE,3203700
5675,MUQUI,3203809
5677,NOVA VENECIA,3203908
5679,PANCAS,3204005
5681,PINHEIROS,3204104
5683,PIUMA,3204203
5685,PRESIDENTE KENNEDY,3204302
5687,RIO NOVO DO SUL,3204401
5689,SANTA LEOPOLDINA,3204500
5691,SANTA TERESA,3204609
5693,SAO GABRIEL DA PALHA,3204708
5695,SAO JOSE DO CALCADO,3204807
5697,SAO MATEUS,3204906
5699,SERRA,3205002
5701,VIANA,3205101
5703,VILA VELHA,3205200
5705,VITORIA,3205309
5707,MARILANDIA,3203353
5709,IBATIBA,3202454
5711,RIO BANANAL,3204351
5713,JAGUARE,3203056
5715,PEDRO CANARIO,3204054
5717,AGUA DOCE DO NORTE,3200169
5719,ALTO RIO NOVO,3200359
5721,JOAO NEIVA,3203130
5723,LARANJA DA TERRA,3203163
5725,SANTA MARIA DE JETIBA,3204559
5727,VARGEM ALTA,3205036
5729,VENDA NOVA DO IMIGRANTE,3205069
5731,ITAU DE MINAS,3133758
5733,AGUIA BRANCA,3200136
5735,CORONEL MARTINS,4204459
5737,IPUACU,4207684
5739,LAJEADO GRANDE,4209458
5741,OURO VERDE,4211850
5743,PASSOS MAIA,4212270
5745,BELMONTE,4202156
5747,PARAISO,4212239
5749,RIQUEZA,4215075
5751,SANTA HELENA,4215554
5753,SAO JOAO DO OESTE,4216255
5755,SAO MIGUEL DA BOA VISTA,4217154
5757,NOVA SANTA RITA,4313375
5759,MARIANA PIMENTEL,4311981
5761,SERTAO SANTANA,4320552
5763,GRAMADO XAVIER,4309159
5765,PASSO DO SOBRADO,4314076
5767,SINIMBU,4320677
5769,VALE DO SOL,4322533
5771,BARAO DO TRIUNFO,4301750
5773,MINAS DO LEAO,4312252
5775,MORRINHOS DO SUL,4312443
5777,TRES FORQUILHAS,4321832
5779,ARAMBARE,4300851
5781,SENTINELA DO SUL,4320354
5783,MAQUINE,4311775
5785,XANGRI-LA,4323804
5787,PINHAL GRANDE,4314472
5789,QUEVEDOS,4315321
5791,SAO JOAO DO POLESINE,4318432
5793,SAO MARTINHO DA SERRA,4319125
5795,VILA NOVA DO SUL,4323457
5797,COXILHA,4305975
5799,GENTIL,4308854
5801,ANGRA DOS REIS,3300100
5803,ARARUAMA,3300209
5805,BARRA DO PIRAI,3300308
5807,BARRA MANSA,3300407
5809,BOM JARDIM,3300506
5811,BOM JESUS DO ITABAPOANA,3300605
5813,CABO FRIO,3300704
5815,CACHOEIRAS DE MACACU,3300803
5817,CAMBUCI,3300902
5819,CAMPOS DOS GOYTACAZES,3301009
5821,CANTAGALO,3301108
5823,CARMO,3301207
5825,CASIMIRO DE ABREU,3301306
5827,CONCEICAO DE MACABU,3301405
5829,CORDEIRO,3301504
5831,DUAS BARRAS,3301603
5833,DUQUE DE CAXIAS,3301702
5835,ENGENHEIRO PAULO DE FRONTIN,3301801
5837,ITABORAI,3301900
5839,ITAGUAI,3302007
5841,ITAOCARA,3302106
5843,ITAPERUNA,3302205
5845,LAJE DO MURIAE,3302304
5847,MACAE,3302403
5849,MAGE,3302502
5851,MANGARATIBA,3302601
5853,MARICA,3302700
5855,MENDES,3302809
5857,MIGUEL PEREIRA,3302908
5859,MIRACEMA,3303005
5861,NATIVIDADE,3303104
5863,NILOPOLIS,3303203
5865,NITEROI,3303302
5867,NOVA FRIBURGO,3303401
5869,NOVA IGUACU,3303500
5871,PARACAMBI,3303609
5873,PARAIBA DO SUL,3303708
5875,PARATI,3303807
5877,PETROPOLIS,3303906
5879,PIRAI,3304003
5881,PORCIUNCULA,3304102
5883,RESENDE,3304201
5885,RIO BONITO,3304300
5887,RIO CLARO,3304409
5889,RIO DAS FLORES,3304508
5891,SANTA MARIA MADALENA,3304607
5893,SANTO ANTONIO DE PADUA,3304706
5895,SAO FIDELIS,3304805
5897,SAO GONCALO,3304904
5899,SAO JOAO DA BARRA,3305000
5901,SAO JOAO DE MERITI,3305109
5903,SAO PEDRO DA ALDEIA,3305208
5905,SAO SEBASTIAO DO ALTO,3305307
5907,SAPUCAIA,3305406
5909,SAQUAREMA,3305505
5911,SILVA JARDIM,3305604
5913,SUMIDOURO,3305703
5915,TERESOPOLIS,3305802
5917,TRAJANO DE MORAES,3305901
5919,TRES RIOS,3306008
5921,VALENCA,3306107
5923,VASSOURAS,3306206
5925,VOLTA REDONDA,3306305
5927,ARRAIAL DO CABO,3300258
5929,ITALVA,3302056
5931,MATO CASTELHANO,4312138
5933,MORMACO,4312427
5935,MULITERNO,4312625
5937,NICOLAU VERGUEIRO,4312674
5939,PONTAO,4314779
5941,SANTO ANTONIO DO PALMA,4317558
5943,BARRA FUNDA,4301958
5945,COQUEIROS DO SUL,4305850
5947,ENGENHO VELHO,4306924
5949,GRAMADO DOS LOUREIROS,4309126
5951,LAGOA DOS TRES CANTOS,4311270
5953,NOVA BOA VISTA,4312955
5955,RIO DOS INDIOS,4315552
5957,SANTO ANTONIO DO PLANALTO,4317756
5959,BARRA DO RIO AZUL,4301925
5961,CARLOS GOMES,4304853
5963,CENTENARIO,4305116
5965,CHARRUA,4305371
5967,PONTE PRETA,4314787
5969,AMETISTA DO SUL,4300646
5971,DOIS IRMAOS DAS MISSOES,4306429
5973,NOVO TIRADENTES,4313441
5975,PINHEIRINHO DO VALE,4314498
5977,SANTO EXPEDITO DO SUL,4317954
5979,TUPANCI DO SUL,4322186
5981,BOA VISTA DAS MISSOES,4302154
5983,LAJEADO DO BUGRE,4311429
5985,NOVO BARREIRO,4313490
5987,SAGRADA FAMILIA,4316428
5989,SAO JOSE DAS MISSOES,4318457
5991,NOVA PADUA,4313086
5993,MONTE BELO DO SUL,4312385
5995,SANTA TEREZA,4317251
5997,SAO VALENTIM DO SUL,4319711
5999,UNIAO DA SERRA,4322350
6001,RIO DE JANEIRO,3304557
6003,ITATIAIA,3302254
6005,PATY DO ALFERES,3303856
6007,QUISSAMA,3304151
6009,SAO JOSE DO VALE DO RIO PRETO,3305158
6011,IBITIRAMA,3202553
6013,CAMPESTRE DA SERRA,4303673
6015,SAO JOSE DOS AUSENTES,4318622
6017,LINDOLFO COLLOR,4311627
6019,MORRO REUTER,4312476
6021,PICADA CAFE,4314423
6023,PRESIDENTE LUCENA,4315149
6025,CAPITAO,4304697
6027,ITAPUCA,4310579
6029,COLINAS,4305587
6031,MATO LEITAO,4312153
6033,SANTA CLARA DO SUL,4316758
6035,SERIO,4320453
6037,TRAVESSEIRO,4321626
6039,MARATA,4311791
6041,PARECI NOVO,4314035
6043,SAO PEDRO DA SERRA,4319356
6045,ALTO FELIZ,4300570
6047,LINHA NOVA,4311643
6049,VALE REAL,4322541
6051,INHACORA,4310413
6053,VITORIA DAS MISSOES,4323754
6055,CORONEL BARROS,4305871
6057,NOVO MACHADO,4313425
6059,SAO JOSE DO INHACORA,4318499
6061,SALVADOR DAS MISSOES,4316477
6063,SAO PEDRO DO BUTIA,4319372
6065,PORTO MAUA,4315057
6067,PORTO VERA CRUZ,4315073
6069,BARRA DO GUARITA,4301859
6071,BOM PROGRESSO,4302378
6073,DERRUBADAS,4306320
6075,SAO VALERIO DO SUL,4319737
6077,TIRADENTES DO SUL,4321477
6079,MANOEL VIANA,4311759
6081,GARRUCHOS,4308656
6083,CANDIOTA,4304358
6085,HULHA NEGRA,4309654
6087,SAO JOSE DO POVO,5107297
6101,ADAMANTINA,3500105
6103,ADOLFO,3500204
6105,AGUAI,3500303
6107,AGUAS DA PRATA,3500402
6109,AGUAS DE LINDOIA,3500501
6111,AGUAS DE SAO PEDRO,3500600
6113,AGUDOS,3500709
6115,ALFREDO MARCONDES,3500808
6117,ALTAIR,3500907
6119,ALTINOPOLIS,3501004
6121,ALTO ALEGRE,3501103
6123,ALVARES FLORENCE,3501202
6125,ALVARES MACHADO,3501301
6127,ALVARO DE CARVALHO,3501400
6129,ALVINLANDIA,3501509
6131,AMERICANA,3501608
6133,AMERICO BRASILIENSE,3501707
6135,AMERICO DE CAMPOS,3501806
6137,AMPARO,3501905
6139,ANALANDIA,3502002
6141,ANDRADINA,3502101
6143,ANGATUBA,3502200
6145,ANHEMBI,3502309
6147,ANHUMAS,3502408
6149,APARECIDA,3502507
6151,APARECIDA D'OESTE,3502606
6153,APIAI,3502705
6155,ARACATUBA,3502804
6157,ARACOIABA DA SERRA,3502903
6159,ARAMINA,3503000
6161,ARANDU,3503109
6163,ARARAQUARA,3503208
6165,ARARAS,3503307
6167,AREALVA,3503406
6169,AREIAS,3503505
6171,AREIOPOLIS,3503604
6173,ARIRANHA,3503703
6175,ARTUR NOGUEIRA,3503802
6177,ARUJA,3503901
6179,ASSIS,3504008
6181,ATIBAIA,3504107
6183,AURIFLAMA,3504206
6185,AVAI,3504305
6187,AVANHANDAVA,3504404
6189,AVARE,3504503
6191,BADY BASSITT,3504602
6193,BALBINOS,3504701
6195,BALSAMO,3504800
6197,BANANAL,3504909
6199,BARBOSA,3505104
6201,BARAO DE ANTONINA,3505005
6203,BARIRI,3505203
6205,BARRA BONITA,3505302
6207,BARRA DO TURVO,3505401
6209,BARRETOS,3505500
6211,BARRINHA,3505609
6213,BARUERI,3505708
6215,BASTOS,3505807
6217,BATATAIS,3505906
6219,BAURU,3506003
6221,BEBEDOURO,3506102
6223,BENTO DE ABREU,3506201
6225,BERNARDINO DE CAMPOS,3506300
6227,BILAC,3506409
6229,BIRIGUI,3506508
6231,BIRITIBA-MIRIM,3506607
6233,BOA ESPERANCA DO SUL,3506706
6235,BOCAINA,3506805
6237,BOFETE,3506904
6239,BOITUVA,3507001
6241,BOM JESUS DOS PERDOES,3507100
6243,BORA,3507209
6245,BORACEIA,3507308
6247,BORBOREMA,3507407
6249,BOTUCATU,3507506
6251,BRAGANCA PAULISTA,3507605
6255,BRAUNA,3507704
6257,BRODOWSKI,3507803
6259,BROTAS,3507902
6261,BURI,3508009
6263,BURITAMA,3508108
6265,BURITIZAL,3508207
6267,CABRALIA PAULISTA,3508306
6269,CABREUVA,3508405
6271,CACAPAVA,3508504
6273,CACHOEIRA PAULISTA,3508603
6275,CACONDE,3508702
6277,CAFELANDIA,3508801
6279,CAIABU,3508900
6281,CAIEIRAS,3509007
6283,CAIUA,3509106
6285,CAJAMAR,3509205
6287,CAJOBI,3509304
6289,CAJURU,3509403
6291,CAMPINAS,3509502
6293,CAMPO LIMPO PAULISTA,3509601
6295,CAMPOS DO JORDAO,3509700
6297,CAMPOS NOVOS PAULISTA,3509809
6299,CANANEIA,3509908
6301,CANDIDO MOTA,3510005
6303,CANDIDO RODRIGUES,3510104
6305,CAPAO BONITO,3510203
6307,CAPELA DO ALTO,3510302
6309,CAPIVARI,3510401
6311,CARAGUATATUBA,3510500
6313,CARAPICUIBA,3510609
6315,CARDOSO,3510708
6317,CASA BRANCA,3510807
6319,CASSIA DOS COQUEIROS,3510906
6321,CASTILHO,3511003
6323,CATANDUVA,3511102
6325,CATIGUA,3511201
6327,CEDRAL,3511300
6329,CERQUEIRA CESAR,3511409
6331,CERQUILHO,3511508
6333,CESARIO LANGE,3511607
6335,CHARQUEADA,3511706
6337,CHAVANTES,3557204
6339,CLEMENTINA,3511904
6341,COLINA,3512001
6343,COLOMBIA,3512100
6345,CONCHAL,3512209
6347,CONCHAS,3512308
6349,CORDEIROPOLIS,3512407
6351,COROADOS,3512506
6353,CORONEL MACEDO,3512605
6355,CORUMBATAI,3512704
6357,COSMOPOLIS,3512803
6359,COSMORAMA,3512902
6361,COTIA,3513009
6363,CRAVINHOS,3513108
6365,CRISTAIS PAULISTA,3513207
6367,CRUZALIA,3513306
6369,CRUZEIRO,3513405
6371,CUBATAO,3513504
6373,CUNHA,3513603
6375,DESCALVADO,3513702
6377,DIADEMA,3513801
6379,DIVINOLANDIA,3513900
6381,DOBRADA,3514007
6383,DOIS CORREGOS,3514106
6385,DOLCINOPOLIS,3514205
6387,DOURADO,3514304
6389,DRACENA,3514403
6391,DUARTINA,3514502
6393,DUMONT,3514601
6395,ECHAPORA,3514700
6397,ELDORADO,3514809
6399,ELIAS FAUSTO,3514908
6401,EMBU DAS ARTES,3515004
6403,EMBU-GUACU,3515103
6405,ESTRELA D'OESTE,3515202
6407,ESTRELA DO NORTE,3515301
6409,FARTURA,3515400
6411,FERNANDOPOLIS,3515509
6413,FERNANDO PRESTES,3515608
6415,FERRAZ DE VASCONCELOS,3515707
6417,FLORA RICA,3515806
6419,FLOREAL,3515905
6421,FLORIDA PAULISTA,3516002
6423,FLORINEA,3516101
6425,FRANCA,3516200
6427,FRANCISCO MORATO,3516309
6429,FRANCO DA ROCHA,3516408
6431,GABRIEL MONTEIRO,3516507
6433,GALIA,3516606
6435,GARCA,3516705
6437,GASTAO VIDIGAL,3516804
6439,GENERAL SALGADO,3516903
6441,GETULINA,3517000
6443,GLICERIO,3517109
6445,GUAICARA,3517208
6447,GUAIMBE,3517307
6449,GUAIRA,3517406
6451,GUAPIACU,3517505
6453,GUAPIARA,3517604
6455,GUARA,3517703
6457,GUARACAI,3517802
6459,GUARACI,3517901
6461,GUARANI D'OESTE,3518008
6463,GUARANTA,3518107
6465,GUARARAPES,3518206
6467,GUARAREMA,3518305
6469,GUARATINGUETA,3518404
6471,GUAREI,3518503
6473,GUARIBA,3518602
6475,GUARUJA,3518701
6477,GUARULHOS,3518800
6479,GUZOLANDIA,3518909
6481,HERCULANDIA,3519006
6483,IACANGA,3519105
6485,IACRI,3519204
6487,IBATE,3519303
6489,IBIRA,3519402
6491,IBIRAREMA,3519501
6493,IBITINGA,3519600
6495,IBIUNA,3519709
6497,ICEM,3519808
6499,IEPE,3519907
6501,IGARACU DO TIETE,3520004
6503,IGARAPAVA,3520103
6505,IGARATA,3520202
6507,IGUAPE,3520301
6509,ILHABELA,3520400
6511,INDAIATUBA,3520509
6513,INDIANA,3520608
6515,INDIAPORA,3520707
6517,INUBIA PAULISTA,3520806
6519,IPAUSSU,3520905
6521,IPERO,3521002
6523,IPEUNA,3521101
6525,IPORANGA,3521200
6527,IPUA,3521309
6529,IRACEMAPOLIS,3521408
6531,IRAPUA,3521507
6533,IRAPURU,3521606
6535,ITABERA,3521705
6537,ITAI,3521804
6539,ITAJOBI,3521903
6541,ITAJU,3522000
6543,ITANHAEM,3522109
6545,ITAPECERICA DA SERRA,3522208
6547,ITAPETININGA,3522307
6549,ITAPEVA,3522406
6551,ITAPEVI,3522505
6553,ITAPIRA,3522604
6555,ITAPOLIS,3522703
6557,ITAPORANGA,3522802
6559,ITAPUI,3522901
6561,ITAPURA,3523008
6563,ITAQUAQUECETUBA,3523107
6565,ITARARE,3523206
6567,ITARIRI,3523305
6569,ITATIBA,3523404
6571,ITATINGA,3523503
6573,ITIRAPINA,3523602
6575,ITIRAPUA,3523701
6577,ITOBI,3523800
6579,ITU,3523909
6581,ITUPEVA,3524006
6583,ITUVERAVA,3524105
6585,JABORANDI,3524204
6587,JABOTICABAL,3524303
6589,JACAREI,3524402
6591,JACI,3524501
6593,JACUPIRANGA,3524600
6595,JAGUARIUNA,3524709
6597,JALES,3524808
6599,JAMBEIRO,3524907
6601,JANDIRA,3525003
6603,JARDINOPOLIS,3525102
6605,JARINU,3525201
6607,JAU,3525300
6609,JERIQUARA,3525409
6611,JOANOPOLIS,3525508
6613,JOAO RAMALHO,3525607
6615,JOSE BONIFACIO,3525706
6617,JULIO MESQUITA,3525805
6619,JUNDIAI,3525904
6621,JUNQUEIROPOLIS,3526001
6623,JUQUIA,3526100
6625,JUQUITIBA,3526209
6627,LAGOINHA,3526308
6629,LARANJAL PAULISTA,3526407
6631,LAVINIA,3526506
6633,LAVRINHAS,3526605
6635,LEME,3526704
6637,LENCOIS PAULISTA,3526803
6639,LIMEIRA,3526902
6641,LINDOIA,3527009
6643,LINS,3527108
6645,LORENA,3527207
6647,LOUVEIRA,3527306
6649,LUCELIA,3527405
6651,LUCIANOPOLIS,3527504
6653,LUIS ANTONIO,3527603
6655,LUIZIANIA,3527702
6657,LUPERCIO,3527801
6659,LUTECIA,3527900
6661,MACATUBA,3528007
6663,MACAUBAL,3528106
6665,MACEDONIA,3528205
6667,MAGDA,3528304
6669,MAIRINQUE,3528403
6671,MAIRIPORA,3528502
6673,MANDURI,3528601
6675,MARABA PAULISTA,3528700
6677,MARACAI,3528809
6679,MARIAPOLIS,3528908
6681,MARILIA,3529005
6683,MARINOPOLIS,3529104
6685,MARTINOPOLIS,3529203
6687,MATAO,3529302
6689,MAUA,3529401
6691,MENDONCA,3529500
6693,MERIDIANO,3529609
6695,MIGUELOPOLIS,3529708
6697,MINEIROS DO TIETE,3529807
6699,MIRACATU,3529906
6701,MIRA ESTRELA,3530003
6703,MIRANDOPOLIS,3530102
6705,MIRANTE DO PARANAPANEMA,3530201
6707,MIRASSOL,3530300
6709,MIRASSOLANDIA,3530409
6711,MOCOCA,3530508
6713,MOGI DAS CRUZES,3530607
6715,MOGI GUACU,3530706
6717,MOGI MIRIM,3530805
6719,MOMBUCA,3530904
6721,MONCOES,3531001
6723,MONGAGUA,3531100
6725,MONTE ALEGRE DO SUL,3531209
6727,MONTE ALTO,3531308
6729,MONTE APRAZIVEL,3531407
6731,MONTE AZUL PAULISTA,3531506
6733,MONTE CASTELO,3531605
6735,MONTEIRO LOBATO,3531704
6737,MONTE MOR,3531803
6739,MORRO AGUDO,3531902
6741,MORUNGABA,3532009
6743,MURUTINGA DO SUL,3532108
6745,NARANDIBA,3532207
6747,NATIVIDADE DA SERRA,3532306
6749,NAZARE PAULISTA,3532405
6751,NEVES PAULISTA,3532504
6753,NHANDEARA,3532603
6755,NIPOA,3532702
6757,NOVA ALIANCA,3532801
6759,NOVA EUROPA,3532900
6761,NOVA GRANADA,3533007
6763,NOVA GUATAPORANGA,3533106
6765,NOVA INDEPENDENCIA,3533205
6767,NOVA LUZITANIA,3533304
6769,NOVA ODESSA,3533403
6771,NOVO HORIZONTE,3533502
6773,NUPORANGA,3533601
6775,OCAUCU,3533700
6777,OLEO,3533809
6779,OLIMPIA,3533908
6781,ONDA VERDE,3534005
6783,ORIENTE,3534104
6785,ORINDIUVA,3534203
6787,ORLANDIA,3534302
6789,OSASCO,3534401
6791,OSCAR BRESSANE,3534500
6793,OSVALDO CRUZ,3534609
6795,OURINHOS,3534708
6797,OURO VERDE,3534807
6799,PACAEMBU,3534906
6801,PALESTINA,3535002
6803,PALMARES PAULISTA,3535101
6805,PALMEIRA D'OESTE,3535200
6807,PALMITAL,3535309
6809,PANORAMA,3535408
6811,PARAGUACU PAULISTA,3535507
6813,PARAIBUNA,3535606
6815,PARAISO,3535705
6817,PARANAPANEMA,3535804
6819,PARANAPUA,3535903
6821,PARAPUA,3536000
6823,PARDINHO,3536109
6825,PARIQUERA-ACU,3536208
6827,PATROCINIO PAULISTA,3536307
6829,PAULICEIA,3536406
6831,PAULINIA,3536505
6833,PAULO DE FARIA,3536604
6835,PEDERNEIRAS,3536703
6837,PEDRA BELA,3536802
6839,PEDRANOPOLIS,3536901
6841,PEDREGULHO,3537008
6843,PEDREIRA,3537107
6845,PEDRO DE TOLEDO,3537206
6847,PENAPOLIS,3537305
6849,PEREIRA BARRETO,3537404
6851,PEREIRAS,3537503
6853,PERUIBE,3537602
6855,PIACATU,3537701
6857,PIEDADE,3537800
6859,PILAR DO SUL,3537909
6861,PINDAMONHANGABA,3538006
6863,PINDORAMA,3538105
6865,ESPIRITO SANTO DO PINHAL,3515186
6867,PINHALZINHO,3538204
6869,PIQUEROBI,3538303
6871,PIQUETE,3538501
6873,PIRACAIA,3538600
6875,PIRACICABA,3538709
6877,PIRAJU,3538808
6879,PIRAJUI,3538907
6881,PIRANGI,3539004
6883,PIRAPORA DO BOM JESUS,3539103
6885,PIRAPOZINHO,3539202
6887,PIRASSUNUNGA,3539301
6889,PIRATININGA,3539400
6891,PITANGUEIRAS,3539509
6893,PLANALTO,3539608
6895,PLATINA,3539707
6897,POA,3539806
6899,POLONI,3539905
6901,POMPEIA,3540002
6903,PONGAI,3540101
6905,PONTAL,3540200
6907,PONTES GESTAL,3540309
6909,POPULINA,3540408
6911,PORANGABA,3540507
6913,PORTO FELIZ,3540606
6915,PORTO FERREIRA,3540705
6917,POTIRENDABA,3540804
6919,PRADOPOLIS,3540903
6921,PRAIA GRANDE,3541000
6923,PRESIDENTE ALVES,3541109
6925,PRESIDENTE BERNARDES,3541208
6927,PRESIDENTE EPITACIO,3541307
6929,PRESIDENTE PRUDENTE,3541406
6931,PRESIDENTE VENCESLAU,3541505
6933,PROMISSAO,3541604
6935,QUATA,3541703
6937,QUEIROZ,3541802
6939,QUELUZ,3541901
6941,QUINTANA,3542008
6943,RAFARD,3542107
6945,RANCHARIA,3542206
6947,REDENCAO DA SERRA,3542305
6949,REGENTE FEIJO,3542404
6951,REGINOPOLIS,3542503
6953,REGISTRO,3542602
6955,RESTINGA,3542701
6957,RIBEIRA,3542800
6959,RIBEIRAO BONITO,3542909
6961,RIBEIRAO BRANCO,3543006
6963,RIBEIRAO CORRENTE,3543105
6965,RIBEIRAO DO SUL,3543204
6967,RIBEIRAO PIRES,3543303
6969,RIBEIRAO PRETO,3543402
6971,RIVERSUL,3543501
6973,RIFAINA,3543600
6975,RINCAO,3543709
6977,RINOPOLIS,3543808
6979,RIO CLARO,3543907
6981,RIO DAS PEDRAS,3544004
6983,RIO GRANDE DA SERRA,3544103
6985,RIOLANDIA,3544202
6987,ROSEIRA,3544301
6989,RUBIACEA,3544400
6991,RUBINEIA,3544509
6993,SABINO,3544608
6995,SAGRES,3544707
6997,SALES,3544806
6999,SALES OLIVEIRA,3544905
7001,SALESOPOLIS,3545001
7003,SALMOURAO,3545100
7005,SALTO,3545209
7007,SALTO DE PIRAPORA,3545308
7009,SALTO GRANDE,3545407
7011,SANDOVALINA,3545506
7013,SANTA ADELIA,3545605
7015,SANTA ALBERTINA,3545704
7017,SANTA BARBARA D'OESTE,3545803
7019,AGUAS DE SANTA BARBARA,3500550
7021,SANTA BRANCA,3546009
7023,SANTA CLARA D'OESTE,3546108
7025,SANTA CRUZ DA CONCEICAO,3546207
7027,SANTA CRUZ DAS PALMEIRAS,3546306
7029,SANTA CRUZ DO RIO PARDO,3546405
7031,SANTA ERNESTINA,3546504
7033,SANTA FE DO SUL,3546603
7035,SANTA GERTRUDES,3546702
7037,SANTA ISABEL,3546801
7039,SANTA LUCIA,3546900
7041,SANTA MARIA DA SERRA,3547007
7043,SANTA MERCEDES,3547106
7045,SANTANA DA PONTE PENSA,3547205
7047,SANTANA DE PARNAIBA,3547304
7049,SANTA RITA D'OESTE,3547403
